source,target
5353,1332732
5353,1335881
5353,1348160
5365,1335611
5365,1348613
5365,1345164
5365,1336797
5365,1347528
5365,1337035
5365,1335575
5365,1343497
5365,1347787
5365,1345894
5365,1343343
5371,1340990
5371,1338695
5374,1338027
5374,1342930
5374,1335299
5374,1339453
5374,1336927
5374,1348589
5374,1345670
5374,1337268
5374,1335823
5374,1348726
5374,1347930
5374,1346170
5374,1338027
5374,1336131
5374,1345642
5374,1341678
5374,1346485
5374,1334992
5374,1339006
5374,1339190
5374,1343954
5374,4510
5374,1341222
5374,1333101
5374,1334796
5374,1347195
5374,1335611
5374,1343497
5374,1338756
5374,1337941
5374,1344898
5374,1344436
5374,1345625
5374,1333941
5374,1333936
5374,1345453
5374,1338605
5377,1343497
5377,1335611
5378,1348496
5378,1338123
5378,1341426
5378,1346293
5378,1343562
5378,1338027
5378,1340932
5378,1341797
5378,1344862
5378,1347634
5378,1339457
5378,1339130
5378,1341256
5378,1339639
5378,1348496
5378,1342371
5378,1341843
5379,1334986
5379,1345894
5379,1345190
5379,1336429
5379,1335167
5379,1338511
5379,1343868
5379,1343260
5379,1335167
5393,1340543
5393,1332715
5393,1343343
5393,1332715
5395,1338177
5395,1337261
5395,1336816
5395,1335047
5395,1339789
5395,1339292
5395,1338745
5395,1346507
5395,5018
5395,1338901
5395,1333335
5395,1333461
5395,1332686
5395,1332382
5395,1338550
5395,1332801
5395,1335685
5395,1342624
5395,1345340
5395,1342039
5395,1338027
5395,1336131
5395,1341222
5395,1347634
5395,1346507
5395,1340061
5395,1342917
5395,1332716
5395,1333320
5395,1333692
5395,1334020
5395,1334301
5395,1334853
5395,1335494
5395,1336000
5395,1336486
5395,1336816
5395,1337261
5395,1337711
5403,1343062
5403,1334897
713845,1345894
713845,1346997
1332380,1345625
1332383,1340058
1332383,1332398
1332383,1332398
1332393,1346248
1332393,1340180
1332393,1340370
1332396,5018
1332396,1339238
1332396,1346867
1332396,1339870
1332396,1333934
1332396,1346867
1332398,1340058
1332398,1340180
1332398,1340180
1332399,1341220
1332399,1333060
1332399,1351257
1332399,1345309
1332399,1333060
1332399,1338695
1332402,1333473
1332402,1348121
1332402,1348121
1332418,1345894
1332418,1347966
1332419,1332892
1332419,1332892
1332422,1332898
1332422,1332898
1332422,1342129
1332422,1342497
1332422,1341671
1332422,1346507
1332422,1347634
1332422,1344862
1332422,1338027
1332422,1342154
1332422,1334224
1332422,1343562
1332422,1346293
1332422,1333056
1332422,1340195
1332422,1337974
1332422,1341426
1332422,1346507
1332423,1333915
1332423,5198
1332439,1344248
1332439,1351143
1332439,1351206
1332439,1351230
1332439,1350833
1332439,1348865
1332439,1348500
1332439,1348132
1332439,1349659
1332439,1344776
1332439,1344426
1332439,1347771
1332439,1347423
1332439,1347056
1332439,1346429
1332439,1346680
1332439,1346175
1332439,1345902
1332439,1345261
1332439,1344061
1332439,1343708
1332439,1343339
1332439,1342924
1332439,1336152
1332439,1342424
1332439,1342561
1332439,1342132
1332439,1335275
1332439,1347776
1332439,1338470
1332439,1335581
1332439,1341645
1332439,1338695
1332439,1335952
1332439,1348633
1332439,1346755
1332439,1337967
1332439,1344248
1332439,1341844
1332439,1334140
1332439,1333232
1332439,1332520
1332439,1345002
1332439,1341220
1332439,1351257
1332439,1341503
1332440,1345912
1332441,1338847
1332441,1338960
1332441,1336131
1332441,1341678
1332441,1347959
